ECA,,,
Occupied Palestinian territory,Network Medical systems Company,Major Equipment & Furniture,"3 9,477.00"
Occupied Palestinian territory,Intermed Co.,Major Equipment & Furniture,"3 9,400.00"
Occupied Palestinian territory,Network Medical systems Company,Major Equipment & Furniture,"3 6,167.00"
Occupied Palestinian territory,"Qaraman Office Automation Co. Ltd.,",Major Equipment & Furniture,"3 4,250.00"
Occupied Palestinian territory,Al-Raid for Medical Equipment Co.,Major Equipment & Furniture,"3 2,400.00"
Occupied Palestinian territory,EL-QUBTI  ELECTRONIC,Major Equipment & Furniture,"3 1,600.00"
Occupied Palestinian territory,Hassouneh for Building Materials,Major Equipment & Furniture,"3 1,220.00"
Occupied Palestinian territory,Al-Jazeera for Medical Supplies & Cosm.,Medical Supplies,"8 5,428.57"
Occupied Palestinian territory,Medical Supplies & Services Co. Ltd.,Medical Supplies,"6 3,480.80"
Occupied Palestinian territory,NABLUS MEDICAL APPLIANCES CO.LTD,Medical Supplies,"6 0,762.71"
Occupied Palestinian territory,NABLUS MEDICAL APPLIANCES CO.LTD,Medical Supplies,"5 2,648.08"
Occupied Palestinian territory,Al-Jazeera for Medical Supplies & Cosm.,Medical Supplies,"4 9,978.99"
Occupied Palestinian territory,MIRKAZ AL-RAM,Medical Supplies,"4 1,777.78"
Occupied Palestinian territory,Nablus Medical Appliances Co. Ltd,Medical Supplies,"3 8,735.45"
Occupied Palestinian territory,Al-Jazeera for Medical Supplies & Cosm.,Medical Supplies,"3 0,222.22"
Occupied Palestinian territory,Modern Industrial Group,Minor Equipment & Furniture,"385,296.60"
Occupied Palestinian territory,Zakout for Metal Works,Minor Equipment & Furniture,"337,685.20"
Occupied Palestinian territory,Esmael Alawa & Sons. Co.,Minor Equipment & Furniture,"142,975.00"
Occupied Palestinian territory,Technical Workshop for Office & G.T,Minor Equipment & Furniture,"101,785.00"
Occupied Palestinian territory,Modern Industrial Group,Minor Equipment & Furniture,"9 6,523.00"
Occupied Palestinian territory,Zakout for Metal Works,Minor Equipment & Furniture,"6 0,860.00"
Occupied Palestinian territory,A/Fattah Hasan Safi  & Sons Company,Minor Equipment & Furniture,"5 9,784.00"
Occupied Palestinian territory,Medical Supplies & Services Co. Ltd.,Minor Equipment & Furniture,"5 9,488.00"
Occupied Palestinian territory,Modern Industrial Group,Minor Equipment & Furniture,"5 7,460.00"
Occupied Palestinian territory,El-Wadi Economical Establishment,Minor Equipment & Furniture,"4 3,049.50"
Occupied Palestinian territory,Dajani Company,Minor Equipment & Furniture,"4 0,494.22"
Occupied Palestinian territory,El-Wadi Economical Establishment,Minor Equipment & Furniture,"4 0,179.53"
Occupied Palestinian territory,Network Medical systems Company,Minor Equipment & Furniture,"3 8,140.00"
Occupied Palestinian territory,A/Fattah Hasan Safi  & Sons Company,Minor Equipment & Furniture,"3 6,400.00"
Occupied Palestinian territory,Ma'ayeh Manufacturing Co.,Minor Equipment & Furniture,"3 5,379.96"
Occupied Palestinian territory,El-Wadi Economical Establishment,Minor Equipment & Furniture,"3 3,265.41"
Occupied Palestinian territory,Modern Cooling House Air Condition,Minor Equipment & Furniture,"3 3,060.00"
Occupied Palestinian territory,AL-Dajani National Company.,Minor Equipment & Furniture,"3 1,891.00"
Occupied Palestinian territory,Scientific Supplies Centre,Office Stationery & Scholastic Supplies,"6 2,365.31"
Occupied Palestinian territory,Rafiq El-Saka & Sons Co For General,Office Stationery & Scholastic Supplies,"5 2,269.76"
Occupied Palestinian territory,Abu Mari Co. for industry & general Trad,Oils & Fats,"349,143.71"
Occupied Palestinian territory,Abu Mari Co. for industry & general Trad,Oils & Fats,"199,997.60"
Occupied Palestinian territory,Sakher Factory for Food Stuff,Oils & Fats,"176,347.21"
Occupied Palestinian territory,Arab Medical Instruments & Equip (AMIE),Pharmaceutical and Hospital Sundries,"9 5,658.64"
Occupied Palestinian territory,NABLUS MEDICAL APPLIANCES CO.LTD,Pharmaceutical and Hospital Sundries,"5 7,477.00"
Occupied Palestinian territory,Abu Mari Co. for industry & general Trad,Printed Forms,"1,713,890.00"
Occupied Palestinian territory,Omar Mahmoud Romia and Brothers Co.,Printed Forms,"817,268.89"
Occupied Palestinian territory,Abu Mari Co. for industry & general Trad,Printed Forms,"689,960.00"
Occupied Palestinian territory,Mahmoud Hassan Radwan,Printed Forms,"461,321.22"
Occupied Palestinian territory,Abu Mari Co. for industry & general Trad,Printed Forms,"379,989.21"
Occupied Palestinian territory,Khudair Bros. Co. Ltd.,Printed Forms,"372,616.50"
Occupied Palestinian territory,Leader for General  Trading Co.,Printed Forms,"370,906.31"
Occupied Palestinian territory,Muian Hamdouna for General Trading,Printed Forms,"350,000.00"
Occupied Palestinian territory,AI-Jebrini Co. for Dairy & Food Industri,Printed Forms,"343,007.08"
Occupied Palestinian territory,Diab Ibraheem El Balawi,Printed Forms,"340,541.03"
Occupied Palestinian territory,Al-Juneidi Dairy & Food Products Co.,Printed Forms,"313,133.81"
Occupied Palestinian territory,Yousef Khalil Zumlot & Partner Co. for General Trade,Printed Forms,"295,344.35"
Occupied Palestinian territory,Zehour El-Rabea'  Co.,Printed Forms,"190,433.85"
Occupied Palestinian territory,Mansour Bookshop & Press,Printed Forms,"169,479.80"
Occupied Palestinian territory,Dar El-Arqam Bookshop,Printed Forms,"160,342.12"
Occupied Palestinian territory,Abu Mari Co. for industry & general Trad,Printed Forms,"158,717.77"
Occupied Palestinian territory,Mansour Bookshop & Press,Printed Forms,"115,207.40"
Occupied Palestinian territory,Mansour Bookshop & Press,Printed Forms,"9 0,552.93"
Occupied Palestinian territory,Mansour Bookshop & Press,Printed Forms,"8 8,971.75"
Occupied Palestinian territory,Nabeel Husain Hamad Company,Printed Forms,"6 0,473.85"
Occupied Palestinian territory,Abu Mari Co. for industry & general Trad,Rice,"816,140.00"
Occupied Palestinian territory,Zalmout Distribution Co. Ltd.,Rice,"121,600.00"
Occupied Palestinian territory,Zalmout Distribution Co. Ltd.,Rice,"9 1,200.00"
Occupied Palestinian territory,Abu Mari Co. for industry & general Trad,Rice,"4 6,117.50"
Occupied Palestinian territory,Ministry of Education (Gaza),School Textbooks,"9 8,616.24"
Occupied Palestinian territory,Parakouni Print Shop,School Textbooks,"8 9,204.30"
Occupied Palestinian territory,Mansour Bookshop & Press,School Textbooks,"8 1,507.00"
Occupied Palestinian territory,Mansour Bookshop & Press,School Textbooks,"8 0,852.00"
Occupied Palestinian territory,Ministry of Education (Gaza),School Textbooks,"5 9,733.05"
Occupied Palestinian territory,Mansour Bookshop & Press,School Textbooks,"5 0,109.05"
Occupied Palestinian territory,Ministry of Education (Ramallah),School Textbooks,"4 7,733.45"
Occupied Palestinian territory,Parakouni Print Shop,School Textbooks,"3 3,018.49"
Occupied Palestinian territory,National  Co. for Textile Industries,Sports Clothing,"448,609.35"
Occupied Palestinian territory,Sport King,Sports Clothing,"3 0,260.00"
Occupied Palestinian territory,Jerusalem Information Technology,Stand-alone Computer HW <$500,"274,793.00"
Occupied Palestinian territory,Jerusalem Information Technology,Stand-alone Computer HW <$500,"108,045.00"
Occupied Palestinian territory,Jamal Sons Telecom Computer System,Stand-alone Computer HW <$500,"8 0,905.00"
Occupied Palestinian territory,Jerusalem Information Technology,Stand-alone Computer HW <$500,"4 0,740.00"
Occupied Palestinian territory,Jerusalem Information Technology,Stand-alone Computer HW <$500,"3 7,047.00"
Occupied Palestinian territory,Brothers For Trading and Computers,Stand-alone Computer HW <$500,"3 0,780.00"
Occupied Palestinian territory,Abu Mari Co. for industry & general Trad,Sugar,"198,875.00"
Occupied Palestinian territory,Abu Mari Co. for industry & general Trad,Sugar,"168,000.00"
Occupied Palestinian territory,Sakher Factory for Food Stuff,Sugar,"9 2,396.25"
Occupied Palestinian territory,Sakher Factory for Food Stuff,Sugar,"9 2,396.25"
Occupied Palestinian territory,Abu Mari Co. for industry & general Trad,Sugar,"6 7,987.50"
Occupied Palestinian territory,Zalmout Distribution Co. Ltd.,Sugar,"5 4,180.00"
Occupied Palestinian territory,Zalmout Distribution Co. Ltd.,Sugar,"3 6,120.00"
Occupied Palestinian territory,Up to Date Plastics Co. (ELASRYA),Sundry Supplies,"9 4,990.25"
Occupied Palestinian territory,Mohammed Nabil ALmaziny Co. General,Sundry Supplies,"9 1,796.25"
Occupied Palestinian territory,Sports World,Sundry Supplies,"8 8,122.00"
Occupied Palestinian territory,Al Mashharawi for Indust. & Trading,Sundry Supplies,"7 5,600.00"
Occupied Palestinian territory,Up to Date Plastics Co. (ELASRYA),Sundry Supplies,"7 2,197.00"
UNRWA Continued,,,
Occupied Palestinian territory,Mohammed Nabil ALmaziny Co. General,Sundry Supplies,"4 9,610.00"
Occupied Palestinian territory,Hard Rock Co. Gen.Trad. Const.,Sundry Supplies,"4 9,521.00"
Occupied Palestinian territory,Abu Munther Dibwani,Sundry Supplies,"4 9,442.99"
Occupied Palestinian territory,Hassouna Trade Press,Sundry Supplies,"4 7,940.00"
Occupied Palestinian territory,Ahmed Mohammed El-Laqtah Company,Sundry Supplies,"3 7,581.70"
Occupied Palestinian territory,KAKA sport Company,Sundry Supplies,"3 4,164.76"
Occupied Palestinian territory,Zeyad Shihab and his Sons Co.,Sundry Supplies,"3 3,625.20"
Occupied Palestinian territory,Arabian Co. for Meat Imports,Supplemental & Fresh Food,"344,431.04"
Occupied Palestinian territory,United Motor Trade Co.,Transport Equipment,"8 9,850.00"
Occupied Palestinian territory,United Motor Trade Co.,Transport Equipment,"8 9,850.00"
Occupied Palestinian territory,United Motor Trade Co.,Transport Equipment,"8 9,850.00"
Occupied Palestinian territory,United Motor Trade Co.,Transport Equipment,"6 2,800.00"
Occupied Palestinian territory,United Motor Trade Co.,Transport Equipment,"6 2,800.00"
Occupied Palestinian territory,United Motor Trade Co.,Transport Equipment,"4 3,950.00"
Occupied Palestinian territory,United Motor Trade Co.,Transport Equipment,"4 3,950.00"
Occupied Palestinian territory,United Motor Trade Co.,Transport Equipment,"4 3,950.00"
Occupied Palestinian territory,United Motor Trade Co.,Transport Equipment,"3 2,350.00"
Pakistan,Meskay & Femtee Trading Company (PVT) LTD,Rice,"187,050.00"
Pakistan,Meskay & Femtee Trading Company (PVT) LTD,Rice,"7 0,305.00"
Pakistan,Meskay & Femtee Trading Company (PVT) LTD,Rice,"5 9,125.00"
Syrian Arab Republic,Wa'el Taher Auodeh,Gas Oil for Heating,"3 8,873.20"
Syrian Arab Republic,Mohamad Sultan Al Hakim,Office Stationery & Scho.,"3 1,853.49"
Syrian Arab Republic,Barakat Pharmaceutical Industries,Drugs and Chemicals,"134,820.00"
Syrian Arab Republic,Medical Bahri Co.,Drugs and Chemicals,"9 0,555.00"
Syrian Arab Republic,Domina Pharmaceutical,Drugs and Chemicals,"7 2,400.00"
Syrian Arab Republic,Barakat Pharmaceutical Industries,Drugs and Chemicals,"6 6,385.00"
Syrian Arab Republic,Medical Bahri Co.,Drugs and Chemicals,"5 9,190.00"
Syrian Arab Republic,The Arab Drug Manufacturing Company,Drugs and Chemicals,"5 8,250.00"
Syrian Arab Republic,Barakat Pharmaceutical Industries,Drugs and Chemicals,"5 6,638.00"
Syrian Arab Republic,The Arab Drug Manufacturing Company,Drugs and Chemicals,"5 2,720.00"
Syrian Arab Republic,Medical Bahri Co.,Drugs and Chemicals,"4 6,180.00"
Syrian Arab Republic,Adamco Pharma,Drugs and Chemicals,"4 1,747.20"
Syrian Arab Republic,Sebaei Co. & Partners,Drugs and Chemicals,"3 2,820.00"
Syrian Arab Republic,The Arab Drug Manufacturing Company,Drugs and Chemicals,"3 1,600.00"
Syrian Arab Republic,Husam Mahmoud Zarzour,Milk Powder,"5 1,856.00"
Syrian Arab Republic,Mohd Samir M. Salim Bani Marji,Minor Equipment & Furniture,"9 3,142.40"
Syrian Arab Republic,Mohd Samir M. Salim Bani Marji,Minor Equipment & Furniture,"4 4,780.00"
Syrian Arab Republic,Damascus Training Center \ SAR,Minor Equipment & Furniture,"3 0,625.27"
Syrian Arab Republic,Mohamad Hashim Al Kotobi (Printing Unit),Office Stationery & Scholastic Supplies,"3 0,161.74"
Syrian Arab Republic,Mohd Bashar Al-Majzoub,Rice,"4 1,925.00"
Syrian Arab Republic,General Est. for Printed & Txt (GOV),School Textbooks,"477,426.24"
Syrian Arab Republic,General Est. for Printed & Txt (GOV),School Textbooks,"336,842.36"
Syrian Arab Republic,Mohammed Hisham Ziad Al Sebaei,School Textbooks,"184,755.01"
Syrian Arab Republic,General Est. for Printed & Txt (GOV),School Textbooks,"9 2,128.82"
Syrian Arab Republic,General Est. for Printed & Txt (GOV),School Textbooks,"9 1,897.29"
Syrian Arab Republic,General Est. for Printed & Txt (GOV),School Textbooks,"4 5,675.11"
Syrian Arab Republic,General Est. for Printed & Txt (GOV),School Textbooks,"3 4,324.90"
Thailand,Capital Rice Co. Ltd,Rice,"472,570.00"
Thailand,Capital Rice Co. Ltd,Rice,"175,526.00"
Thailand,Capital Rice Co. Ltd,Rice,"108,704.00"
Thailand,Capital Rice Co. Ltd,Rice,"6 7,510.00"
Thailand,Capital Rice Co. Ltd,Rice,"5 4,008.00"
Thailand,Capital Rice Co. Ltd,Rice,"3 9,732.00"
Turkey,Doruk Marmara UN,Flour,"3,642,311.68"
Turkey,Mersin Un Sanayi Ve Ticaret Ltd.Sti,Flour,"1,173,581.28"
Turkey,Doruk Marmara UN,Flour,"600,623.76"
Turkey,Ulusoy Un Sanayi Ve Ticaret A.S.,Flour,"411,823.15"
Turkey,Doruk Marmara UN,Flour,"305,681.88"
Turkey,Doruk Marmara UN,Flour,"128,708.16"
Turkey,Mersin Un Sanayi Ve Ticaret Ltd.Sti,Flour,"115,992.00"
Turkey,Kucukbay Yag ve Deterjan Sanayii,Oils & Fats,"1,775,835.00"
Turkey,Kucukbay Yag ve Deterjan Sanayii,Oils & Fats,"1,751,353.20"
Turkey,Kucukbay Yag ve Deterjan Sanayii,Oils & Fats,"1,250,923.50"
Turkey,Nadir Tekstil Deri Ve Yag,Oils & Fats,"1,164,410.88"
Turkey,Kucukbay Yag ve Deterjan Sanayii,Oils & Fats,"612,889.00"
Turkey,Kucukbay Yag ve Deterjan Sanayii,Oils & Fats,"530,318.40"
Turkey,Kucukbay Yag ve Deterjan Sanayii,Oils & Fats,"438,340.80"
Turkey,Kucukbay Yag ve Deterjan Sanayii,Oils & Fats,"399,668.40"
Turkey,Kucukbay Yag ve Deterjan Sanayii,Oils & Fats,"373,860.00"
Turkey,Kucukbay Yag ve Deterjan Sanayii,Oils & Fats,"264,355.20"
Turkey,Kucukbay Yag ve Deterjan Sanayii,Oils & Fats,"255,430.80"
Turkey,Kucukbay Yag ve Deterjan Sanayii,Oils & Fats,"219,974.40"
Turkey,Kucukbay Yag ve Deterjan Sanayii,Oils & Fats,"165,825.00"
Turkey,Kucukbay Yag ve Deterjan Sanayii,Oils & Fats,"109,585.20"
Turkey,Kucukbay Yag ve Deterjan Sanayii,Oils & Fats,"9 8,640.00"
Turkey,Kucukbay Yag ve Deterjan Sanayii,Oils & Fats,"9 3,525.30"
Turkey,Kucukbay Yag ve Deterjan Sanayii,Oils & Fats,"9 3,465.00"
Turkey,Kucukbay Yag ve Deterjan Sanayii,Oils & Fats,"7 5,097.50"
Turkey,Memisoglu Tarim Tic.,Pulses,"4 6,053.00"
Turkey,Memisoglu Tarim Tic.,Pulses,"3 9,925.50"
Turkey,Memisoglu Tarim Tic.,Pulses,"3 9,924.30"
Turkey,Bayamtas Ithalat-Ihracat A.S,Pulses,"3 2,035.00"
Turkey,Memisoglu Tarim Tic.,Rice,"530,620.00"
Turkey,Memisoglu Tarim Tic.,Rice,"464,185.00"
Turkey,Memisoglu Tarim Tic.,Rice,"229,620.00"
Turkey,Armada Gida Tic. San. Ltd. Sti.,Rice,"200,165.00"
Turkey,Armada Gida Tic. San. Ltd. Sti.,Rice,"194,360.00"
Turkey,Armada Gida Tic. San. Ltd. Sti.,Rice,"194,080.50"
Turkey,Memisoglu Tarim Tic.,Rice,"131,580.00"
Turkey,Mersin Seker Dogal Minerlalli,Rice,"111,714.00"
Turkey,Armada Gida Tic. San. Ltd. Sti.,Rice,"8 4,280.00"
Turkey,Memisoglu Tarim Tic.,Rice,"7 7,830.00"
Turkey,Arbel Pulse Grain Industry,Sugar,"1,183,510.50"
Turkey,Arbel Pulse Grain Industry,Sugar,"6 8,434.50"
Turkey,Arbel Pulse Grain Industry,Sugar,"4 0,205.00"
United Arab Emirates,National United Trading Co.,Canned Meat.,"475,426.56"
United Arab Emirates,National United Trading Co.,Canned Meat.,"345,100.00"
United Arab Emirates,Gulf Pharmaceutical Industries,Drugs and Chemicals,"1,459,731.43"
United Arab Emirates,Gulf Pharmaceutical Industries,Drugs and Chemicals,"1,142,772.77"
United Arab Emirates,Gulf Pharmaceutical Industries,Drugs and Chemicals,"1,007,109.60"
United Arab Emirates,Gulf Pharmaceutical Industries,Drugs and Chemicals,"945,315.04"
United Arab Emirates,Gulf Pharmaceutical Industries,Drugs and Chemicals,"583,268.23"
United Arab Emirates,Gulf Pharmaceutical Industries,Drugs and Chemicals,"568,463.00"
United Arab Emirates,Gulf Pharmaceutical Industries,Drugs and Chemicals,"284,456.00"
United Arab Emirates,Gulf Pharmaceutical Industries,Drugs and Chemicals,"173,257.50"
United Arab Emirates,GLAXO SMITHKLINE,Drugs and Chemicals,"120,395.63"
United Arab Emirates,Gulf Pharmaceutical Industries,Drugs and Chemicals,"108,776.00"
United Arab Emirates,Gulf Pharmaceutical Industries,Drugs and Chemicals,"9 1,695.50"
United Arab Emirates,GLAXO SMITHKLINE,Drugs and Chemicals,"9 1,177.46"
United Arab Emirates,GLAXO SMITHKLINE,Drugs and Chemicals,"7 3,947.96"
United Arab Emirates,Gulf Pharmaceutical Industries,Drugs and Chemicals,"7 1,087.00"
United Arab Emirates,GLAXO SMITHKLINE,Drugs and Chemicals,"5 8,396.30"
United Arab Emirates,ASPEN HEALTHCARE FZ LLC,Drugs and Chemicals,"4 9,765.35"
United Arab Emirates,ASPEN HEALTHCARE FZ LLC,Drugs and Chemicals,"4 5,488.10"
United Arab Emirates,GLAXO SMITHKLINE,Drugs and Chemicals,"3 4,982.39"
United Arab Emirates,ASPEN HEALTHCARE FZ LLC,Drugs and Chemicals,"3 3,393.50"
United Arab Emirates,ASPEN HEALTHCARE FZ LLC,Drugs and Chemicals,"3 1,539.15"
United Arab Emirates,Gulf Pharmaceutical Industries,Medical Supplies,"5 8,310.00"
United Kingdom,HTSPE Ltd,Drugs and Chemicals,"7 7,002.72"
United States of America,"Nubenco Enterprises, Inc",Drugs and Chemicals,"118,837.00"
UNRWA Continued,,,
United States of America,"Nubenco Enterprises, Inc",Drugs and Chemicals,"3 2,156.00"
UNV,,,
Finland,VIDERA OY,Computer Hardware,"4 8,525.00"
France,Service Medical International (SMI),Medical Kits,"8 7,220.00"
Germany,NK Networks & Service GmbH,Computer Hardware,"368,766.00"
Germany,DELL COMPUTER GMBH,Computer Hardware,"221,774.00"
UPU,,,
Danemark,Dan Office,"Computers, servers","4 6,414.83"
France,Sodexa,Vans,"6 2,722.74"
Japan,Toyota,Vans,"5 6,906.63"
Lao People’s Democratic Republic,Micro-Info,"UPS, printers, scanners, routers","3 8,317.89"
Lesotho,Sha computer,Computers,"8 1,425.52"
Pakistan,Honda Capital Islamabad,Motorcycles,"3 9,116.18"
Pakistan,Hinopak Motors Limited,Trucks,"9 0,092.66"
Samoa,Asco Motor,Vans,"3 9,116.18"
Samoa,Motor 1 Samoa,Vans,"3 5,694.94"
Sudan,Ateek,"UPS, computers, printers, scanners, licenses","4 4,476.12"
WFP,,,
Afghanistan,Various suppliers,Food supply,"9,852,082.94"
Algeria,Various suppliers,Food supply,"3,456,461.81"
Argentina,Various suppliers,Food supply,"15,470,025.48"
Australia,Various suppliers,Food supply,"10,570,336.62"
Bangladesh,Various suppliers,Food supply,"11,569,884.16"
Belgium,Various suppliers,Food supply,"50,576,625.90"
Benin,Various suppliers,Food supply,"2,630,848.88"
Bhutan,Various suppliers,Food supply,"2 7,954.75"
Bolivia (Plurinational State of),Various suppliers,Food supply,"3,487,387.34"
Brazil,Various suppliers,Food supply,"27,448,586.45"
Bulgaria,Various suppliers,Food supply,"328,355.10"
Burkina Faso,Various suppliers,Food supply,"3,347,577.30"
Cambodia,Various suppliers,Food supply,"5,653,363.39"
Cameroon,Various suppliers,Food supply,"1,946,539.00"
